"Period: 6/6/2023 0:00:00 -  6:53:37"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-1.33"
"0:05"	"0.00"	"-2.00"
"0:10"	"0.00"	"-2.67"
"0:15"	"0.00"	"-2.33"
"0:20"	"0.00"	"-2.33"
"0:25"	"0.00"	"-2.33"
"0:30"	"0.00"	"-1.67"
"0:35"	"0.00"	"-1.67"
"0:40"	"0.00"	"-1.67"
"0:45"	"0.00"	"-1.67"
"0:50"	"0.00"	"-1.67"
"0:55"	"0.00"	"-1.00"
"1:00"	"0.00"	"-1.33"
"1:05"	"0.00"	"-1.33"
"1:10"	"0.00"	"-1.33"
"1:15"	"0.00"	"-1.00"
"1:20"	"0.00"	"-1.67"
"1:25"	"0.00"	"-1.67"
"1:30"	"0.00"	"-1.67"
"1:35"	"0.00"	"-2.00"
"1:40"	"0.00"	"-2.00"
"1:45"	"0.00"	"-2.33"
"1:50"	"0.00"	"-2.33"
"1:55"	"0.00"	"-2.33"
"2:00"	"0.00"	"-1.67"
"2:05"	"0.00"	"-4.00"
"2:10"	"0.00"	"-2.33"
"2:15"	"0.00"	"-2.67"
"2:20"	"0.00"	"-1.67"
"2:25"	"0.00"	"-1.67"
"2:30"	"0.00"	"-1.67"
"2:35"	"0.00"	"-1.33"
"2:40"	"0.00"	"-1.67"
"2:45"	"0.00"	"-1.67"
"2:50"	"0.00"	"-2.00"
"2:55"	"0.00"	"-2.00"
"3:00"	"0.00"	"-2.33"
"3:05"	"0.00"	"-1.67"
"3:10"	"0.00"	"-1.67"
"3:15"	"0.00"	"-2.33"
"3:20"	"0.00"	"-2.33"
"3:25"	"0.00"	"-1.67"
"3:30"	"0.00"	"-1.67"
"3:35"	"0.00"	"-2.33"
"3:40"	"0.00"	"-2.33"
"3:45"	"0.00"	"-2.33"
"3:50"	"0.00"	"-2.00"
"3:55"	"0.00"	"-2.33"
"4:00"	"0.00"	"-2.00"
"4:05"	"0.00"	"-2.00"
"4:10"	"0.00"	"-2.33"
"4:15"	"0.00"	"-2.00"
"4:20"	"0.00"	"-2.00"
"4:25"	"0.00"	"-2.00"
"4:30"	"0.00"	"-2.67"
"4:35"	"0.00"	"-2.67"
"4:40"	"0.00"	"-2.00"
"4:45"	"0.00"	"-2.00"
"4:50"	"0.00"	"-1.33"
"4:55"	"0.00"	"-1.67"
"5:00"	"0.00"	"-1.33"
"5:05"	"0.00"	"-2.33"
"5:10"	"0.00"	"-2.00"
"5:15"	"0.00"	"-2.33"
"5:20"	"0.00"	"-2.00"
"5:25"	"0.00"	"-1.00"
"5:30"	"0.08"	"0.00"
"5:35"	"2.77"	"1.67"
"5:40"	"24.86"	"5.67"
"5:45"	"58.58"	"10.67"
"5:50"	"99.04"	"16.67"
"5:55"	"134.10"	"21.67"
"6:00"	"168.32"	"26.33"
"6:05"	"210.55"	"31.67"
"6:10"	"249.54"	"36.00"
"6:15"	"297.06"	"43.33"
"6:20"	"346.06"	"51.67"
"6:25"	"383.16"	"57.67"
"6:30"	"410.51"	"62.67"
"6:35"	"432.55"	"66.33"
"6:40"	"454.39"	"70.33"
"6:45"	"470.69"	"73.33"
"6:50"	"481.44"	"73.67"
"6:55"	"496.99"	"72.00"
"7:00"	"527.86"	"75.67"
"7:05"	"593.23"	"84.00"
"7:10"	"627.92"	"88.33"
"7:15"	"635.00"	"90.67"
"7:20"	"674.57"	"93.67"
"7:25"	"760.62"	"104.67"
"7:30"	"794.58"	"110.67"
"7:35"	"999.37"	"140.00"
"7:40"	"1127.81"	"169.00"
"7:45"	"1072.81"	"154.33"
"7:50"	"1077.77"	"151.00"
"7:55"	"1468.12"	"204.00"
"8:00"	"1678.90"	"233.33"
"8:05"	"1948.42"	"272.67"
"8:10"	"2001.79"	"274.33"
"8:15"	"2258.23"	"308.67"
"8:20"	"2417.75"	"327.67"
"8:25"	"2758.76"	"367.67"
"8:30"	"2902.21"	"384.67"
"8:35"	"3074.30"	"408.33"
"8:40"	"3091.20"	"410.00"
"8:45"	"2987.93"	"399.33"
"8:50"	"3362.45"	"442.33"
"8:55"	"3413.47"	"447.67"
"9:00"	"3824.00"	"500.67"
"9:05"	"3692.40"	"488.33"
"9:10"	"3566.17"	"466.67"
"9:15"	"4065.96"	"528.00"
"9:20"	"4330.38"	"565.67"
"9:25"	"4309.70"	"565.33"
"9:30"	"4345.51"	"567.33"
"9:35"	"4532.59"	"592.00"
"9:40"	"4748.17"	"617.67"
"9:45"	"4844.98"	"639.00"
"9:50"	"5062.08"	"659.33"
"9:55"	"5144.32"	"672.67"
"10:00"	"5042.33"	"662.00"
"10:05"	"5039.83"	"662.33"
"10:10"	"5202.66"	"680.67"
"10:15"	"5564.99"	"733.00"
"10:20"	"5668.80"	"755.33"
"10:25"	"5440.85"	"716.67"
"10:30"	"5116.51"	"677.00"
"10:35"	"5765.16"	"764.00"
"10:40"	"5818.96"	"780.33"
"10:45"	"5335.99"	"705.00"
"10:50"	"5658.78"	"760.67"
"10:55"	"6039.79"	"807.67"
"11:00"	"6393.97"	"860.67"
"11:05"	"6557.14"	"893.33"
"11:10"	"6580.87"	"898.67"
"11:15"	"6547.69"	"893.33"
"11:20"	"6640.49"	"904.67"
"11:25"	"6751.90"	"923.67"
"11:30"	"6732.50"	"933.33"
"11:35"	"6799.80"	"932.00"
"11:40"	"6784.52"	"937.67"
"11:45"	"6247.67"	"857.00"
"11:50"	"6897.71"	"942.67"
"11:55"	"7084.87"	"982.00"
"12:00"	"6781.99"	"941.67"
"12:05"	"6952.86"	"966.67"
"12:10"	"7095.77"	"990.00"
"12:15"	"7235.02"	"1016.33"
"12:20"	"7312.66"	"1032.33"
"12:25"	"7252.73"	"1024.67"
"12:30"	"7118.12"	"1009.33"
"12:35"	"7154.30"	"1013.33"
"12:40"	"7276.20"	"1024.33"
"12:45"	"7290.04"	"1037.67"
"12:50"	"7246.80"	"1030.33"
"12:55"	"7434.50"	"1061.33"
"13:00"	"7223.57"	"1032.00"
"13:05"	"7045.07"	"1013.33"
"13:10"	"7306.13"	"1053.00"
