"Period: 8/2/2023 0:00:00 -  6:45:58"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-1.67"
"0:05"	"0.00"	"-3.00"
"0:10"	"0.00"	"-3.33"
"0:15"	"0.00"	"-3.00"
"0:20"	"0.00"	"-3.33"
"0:25"	"0.00"	"-3.33"
"0:30"	"0.00"	"-3.33"
"0:35"	"0.00"	"-3.33"
"0:40"	"0.00"	"-3.67"
"0:45"	"0.00"	"-3.67"
"0:50"	"0.00"	"-4.00"
"0:55"	"0.00"	"-4.00"
"1:00"	"0.00"	"-3.67"
"1:05"	"0.00"	"-3.33"
"1:10"	"0.00"	"-4.00"
"1:15"	"0.00"	"-3.67"
"1:20"	"0.00"	"-3.67"
"1:25"	"0.00"	"-3.67"
"1:30"	"0.00"	"-3.00"
"1:35"	"0.00"	"-3.33"
"1:40"	"0.00"	"-3.00"
"1:45"	"0.00"	"-2.33"
"1:50"	"0.00"	"-2.67"
"1:55"	"0.00"	"-2.33"
"2:00"	"0.00"	"-2.67"
"2:05"	"0.00"	"-5.33"
"2:10"	"0.00"	"-3.33"
"2:15"	"0.00"	"-3.00"
"2:20"	"0.00"	"-2.33"
"2:25"	"0.00"	"-2.33"
"2:30"	"0.00"	"-2.67"
"2:35"	"0.00"	"-2.00"
"2:40"	"0.00"	"-2.67"
"2:45"	"0.00"	"-2.33"
"2:50"	"0.00"	"-2.67"
"2:55"	"0.00"	"-2.33"
"3:00"	"0.00"	"-2.67"
"3:05"	"0.00"	"-3.00"
"3:10"	"0.00"	"-2.33"
"3:15"	"0.00"	"-2.00"
"3:20"	"0.00"	"-2.67"
"3:25"	"0.00"	"-2.67"
"3:30"	"0.00"	"-3.00"
"3:35"	"0.00"	"-3.00"
"3:40"	"0.00"	"-3.00"
"3:45"	"0.00"	"-2.67"
"3:50"	"0.00"	"-2.67"
"3:55"	"0.00"	"-2.33"
"4:00"	"0.00"	"-2.67"
"4:05"	"0.00"	"-2.33"
"4:10"	"0.00"	"-2.67"
"4:15"	"0.00"	"-2.33"
"4:20"	"0.00"	"-2.67"
"4:25"	"0.00"	"-2.33"
"4:30"	"0.00"	"-2.33"
"4:35"	"0.00"	"-3.00"
"4:40"	"0.00"	"-2.33"
"4:45"	"0.00"	"-3.33"
"4:50"	"0.00"	"-2.33"
"4:55"	"0.00"	"-3.00"
"5:00"	"0.00"	"-3.00"
"5:05"	"0.00"	"-2.33"
"5:10"	"0.00"	"-3.00"
"5:15"	"0.00"	"-2.00"
"5:20"	"0.00"	"-3.00"
"5:25"	"0.00"	"-2.33"
"5:30"	"0.00"	"-2.67"
"5:35"	"0.00"	"-3.00"
"5:40"	"0.00"	"-3.33"
"5:45"	"0.00"	"-3.00"
"5:50"	"0.00"	"-3.67"
"5:55"	"0.00"	"-3.33"
"6:00"	"0.00"	"-3.33"
"6:05"	"0.00"	"-4.67"
"6:10"	"0.00"	"-4.33"
"6:15"	"0.00"	"-4.67"
"6:20"	"0.00"	"-5.00"
"6:25"	"0.00"	"-5.00"
"6:30"	"0.00"	"-5.00"
"6:35"	"0.00"	"-5.00"
"6:40"	"0.00"	"-4.00"
"6:45"	"0.00"	"-4.67"
"6:50"	"0.00"	"-5.33"
"6:55"	"0.00"	"-5.33"
"7:00"	"0.00"	"-5.33"
"7:05"	"0.00"	"-5.67"
"7:10"	"0.00"	"-4.67"
"7:15"	"0.00"	"-5.00"
"7:20"	"0.00"	"-3.33"
"7:25"	"0.05"	"-2.67"
"7:30"	"0.50"	"-0.67"
"7:35"	"11.64"	"1.00"
"7:40"	"28.62"	"4.00"
"7:45"	"51.65"	"7.33"
"7:50"	"81.01"	"12.00"
"7:55"	"120.55"	"19.67"
"8:00"	"164.83"	"29.33"
"8:05"	"243.96"	"48.33"
"8:10"	"329.89"	"62.00"
"8:15"	"478.69"	"91.00"
"8:20"	"536.45"	"96.00"
"8:25"	"512.60"	"84.33"
"8:30"	"946.38"	"171.00"
"8:35"	"1478.99"	"263.00"
"8:40"	"1210.61"	"198.67"
"8:45"	"730.78"	"103.33"
"8:50"	"1674.38"	"235.33"
"8:55"	"1854.17"	"265.67"
"9:00"	"2557.96"	"368.00"
"9:05"	"2388.66"	"349.67"
"9:10"	"2689.61"	"389.33"
"9:15"	"3028.90"	"438.00"
"9:20"	"3328.09"	"479.67"
