"Period: 27/9/2023 0:00:00 -  7:05:48"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-1.33"
"0:05"	"0.00"	"-1.33"
"0:10"	"0.00"	"-1.00"
"0:15"	"0.00"	"-1.33"
"0:20"	"0.00"	"-1.33"
"0:25"	"0.00"	"-1.33"
"0:30"	"0.00"	"-2.00"
"0:35"	"0.00"	"-1.67"
"0:40"	"0.00"	"-1.67"
"0:45"	"0.00"	"-2.00"
"0:50"	"0.00"	"-1.33"
"0:55"	"0.00"	"-1.67"
"1:00"	"0.00"	"-1.67"
"1:05"	"0.00"	"-1.33"
"1:10"	"0.00"	"-1.00"
"1:15"	"0.00"	"-1.33"
"1:20"	"0.00"	"-2.00"
"1:25"	"0.00"	"-2.00"
"1:30"	"0.00"	"-1.67"
"1:35"	"0.00"	"-1.67"
"1:40"	"0.00"	"-1.67"
"1:45"	"0.00"	"-1.33"
"1:50"	"0.00"	"-1.67"
"1:55"	"0.00"	"-1.67"
"2:00"	"0.00"	"-1.33"
"2:05"	"0.00"	"-4.00"
"2:10"	"0.00"	"-2.67"
"2:15"	"0.00"	"-2.67"
"2:20"	"0.00"	"-1.00"
"2:25"	"0.00"	"-1.33"
"2:30"	"0.00"	"-1.00"
"2:35"	"0.00"	"-1.67"
"2:40"	"0.00"	"-1.00"
"2:45"	"0.00"	"-2.00"
"2:50"	"0.00"	"-1.33"
"2:55"	"0.00"	"-1.33"
"3:00"	"0.00"	"-1.00"
"3:05"	"0.00"	"-1.00"
"3:10"	"0.00"	"-1.00"
"3:15"	"0.00"	"-1.33"
"3:20"	"0.00"	"-1.67"
"3:25"	"0.00"	"-1.67"
"3:30"	"0.00"	"-1.00"
"3:35"	"0.00"	"-1.67"
"3:40"	"0.00"	"-1.00"
"3:45"	"0.00"	"-1.00"
"3:50"	"0.00"	"-1.33"
"3:55"	"0.00"	"-1.00"
"4:00"	"0.00"	"-1.67"
"4:05"	"0.00"	"-1.33"
"4:10"	"0.00"	"-2.00"
"4:15"	"0.00"	"-2.00"
"4:20"	"0.00"	"-2.00"
"4:25"	"0.00"	"-1.67"
"4:30"	"0.00"	"-1.67"
"4:35"	"0.00"	"-1.67"
"4:40"	"0.00"	"-1.67"
"4:45"	"0.00"	"-1.67"
"4:50"	"0.00"	"-1.67"
"4:55"	"0.00"	"-1.67"
"5:00"	"0.00"	"-1.00"
"5:05"	"0.00"	"-1.67"
"5:10"	"0.00"	"-1.00"
"5:15"	"0.00"	"-1.33"
"5:20"	"0.00"	"-0.67"
"5:25"	"0.00"	"-1.33"
"5:30"	"0.00"	"-0.67"
"5:35"	"0.00"	"-1.33"
"5:40"	"0.00"	"-1.67"
"5:45"	"0.00"	"-1.00"
"5:50"	"0.00"	"-1.33"
"5:55"	"0.00"	"-1.33"
"6:00"	"0.00"	"-1.67"
"6:05"	"0.00"	"-1.67"
"6:10"	"0.00"	"-1.00"
"6:15"	"0.00"	"-1.00"
"6:20"	"0.00"	"-1.00"
"6:25"	"0.00"	"-1.33"
"6:30"	"0.00"	"-1.00"
"6:35"	"0.00"	"-1.33"
"6:40"	"0.00"	"-1.67"
"6:45"	"0.00"	"-1.33"
"6:50"	"0.00"	"-1.33"
"6:55"	"0.00"	"-1.33"
"7:00"	"0.00"	"0.33"
"7:05"	"0.07"	"1.33"
"7:10"	"0.98"	"2.67"
"7:15"	"13.68"	"5.00"
"7:20"	"38.35"	"9.33"
"7:25"	"85.81"	"17.00"
"7:30"	"140.69"	"27.33"
"7:35"	"205.61"	"39.33"
"7:40"	"269.06"	"49.33"
"7:45"	"330.19"	"57.67"
"7:50"	"431.14"	"72.33"
"7:55"	"528.98"	"87.33"
"8:00"	"611.11"	"98.33"
"8:05"	"714.73"	"113.33"
"8:10"	"854.56"	"134.33"
"8:15"	"896.86"	"138.67"
"8:20"	"946.54"	"144.00"
"8:25"	"1234.66"	"181.67"
"8:30"	"1415.50"	"207.00"
"8:35"	"1513.58"	"219.33"
"8:40"	"1650.97"	"234.00"
"8:45"	"1777.75"	"250.33"
"8:50"	"1839.92"	"255.00"
"8:55"	"2097.80"	"285.67"
"9:00"	"2233.69"	"301.33"
"9:05"	"2365.48"	"315.33"
"9:10"	"2409.65"	"322.67"
"9:15"	"2417.50"	"322.33"
"9:20"	"2748.84"	"365.00"
"9:25"	"2646.19"	"353.33"
"9:30"	"2799.11"	"374.00"
"9:35"	"2698.16"	"365.33"
"9:40"	"3089.15"	"415.67"
"9:45"	"3401.83"	"461.67"
"9:50"	"3659.40"	"497.67"
"9:55"	"3847.69"	"524.33"
"10:00"	"3945.37"	"540.00"
"10:05"	"4008.13"	"548.00"
"10:10"	"4041.98"	"554.33"
"10:15"	"4013.22"	"548.33"
"10:20"	"4345.87"	"591.33"
"10:25"	"4427.81"	"607.67"
"10:30"	"4542.08"	"623.67"
"10:35"	"4643.56"	"638.00"
"10:40"	"4886.17"	"675.33"
"10:45"	"4910.81"	"677.00"
"10:50"	"4655.28"	"641.33"
"10:55"	"5002.46"	"685.33"
"11:00"	"5160.74"	"710.33"
"11:05"	"5284.20"	"729.67"
"11:10"	"5462.78"	"756.33"
"11:15"	"5447.99"	"757.00"
"11:20"	"5496.86"	"764.33"
"11:25"	"5279.26"	"737.33"
"11:30"	"5516.51"	"765.00"
"11:35"	"5601.06"	"780.33"
"11:40"	"5711.88"	"795.00"
"11:45"	"5394.10"	"761.33"
"11:50"	"5675.02"	"790.00"
"11:55"	"5800.50"	"810.00"
"12:00"	"6004.87"	"848.67"
"12:05"	"6430.50"	"906.33"
"12:10"	"6406.86"	"906.00"
"12:15"	"6301.21"	"891.67"
"12:20"	"5764.80"	"815.33"
"12:25"	"5791.01"	"814.00"
"12:30"	"6024.28"	"843.33"
"12:35"	"5755.26"	"807.67"
"12:40"	"6132.28"	"858.67"
"12:45"	"6128.94"	"867.00"
"12:50"	"6315.08"	"891.67"
"12:55"	"5927.47"	"834.00"
"13:00"	"5738.11"	"800.67"
"13:05"	"5822.30"	"816.33"
"13:10"	"6184.15"	"869.67"
"13:15"	"5801.98"	"810.67"
"13:20"	"6077.28"	"854.33"
"13:25"	"5845.32"	"826.33"
"13:30"	"5600.41"	"790.33"
"13:35"	"5340.41"	"754.00"
"13:40"	"5527.49"	"764.67"
"13:45"	"4576.37"	"639.00"
"13:50"	"3997.04"	"556.00"
"13:55"	"5559.13"	"760.67"
"14:00"	"6016.44"	"840.00"
"14:05"	"6215.69"	"886.67"
"14:10"	"6439.04"	"900.33"
"14:15"	"6825.22"	"966.33"
"14:20"	"6558.13"	"928.67"
"14:25"	"6343.39"	"899.33"
"14:30"	"6093.07"	"862.00"
"14:35"	"5784.14"	"816.33"
"14:40"	"5796.98"	"818.00"
"14:45"	"5848.12"	"824.33"
"14:50"	"5738.34"	"804.33"
"14:55"	"5583.23"	"784.00"
"15:00"	"5258.69"	"738.33"
"15:05"	"5176.79"	"724.33"
"15:10"	"4579.14"	"642.33"
"15:15"	"4125.36"	"574.67"
"15:20"	"3463.25"	"487.33"
"15:25"	"3263.53"	"458.67"
"15:30"	"3801.97"	"522.33"
"15:35"	"4474.70"	"613.00"
"15:40"	"4177.42"	"579.33"
"15:45"	"4199.81"	"579.67"
"15:50"	"4360.51"	"604.67"
"15:55"	"3983.59"	"554.33"
"16:00"	"4452.08"	"621.00"
"16:05"	"3842.53"	"538.67"
"16:10"	"3426.73"	"480.67"
"16:15"	"3648.70"	"503.33"
"16:20"	"3385.72"	"475.67"
"16:25"	"3241.30"	"456.00"
"16:30"	"2986.81"	"420.33"
"16:35"	"2647.34"	"374.33"
"16:40"	"3023.39"	"420.00"
"16:45"	"2675.02"	"376.33"
"16:50"	"2591.45"	"366.00"
"16:55"	"2181.01"	"312.00"
"17:00"	"2081.20"	"296.67"
"17:05"	"2111.41"	"301.67"
"17:10"	"1859.71"	"270.00"
"17:15"	"1572.82"	"230.67"
"17:20"	"1598.58"	"235.67"
"17:25"	"1473.95"	"220.67"
"17:30"	"1280.02"	"193.67"
"17:35"	"1255.80"	"189.67"
"17:40"	"1101.02"	"170.00"
"17:45"	"964.58"	"152.00"
"17:50"	"787.55"	"127.33"
"17:55"	"652.66"	"108.33"
"18:00"	"571.01"	"96.67"
"18:05"	"502.08"	"87.00"
"18:10"	"417.53"	"75.00"
"18:15"	"320.83"	"61.00"
"18:20"	"244.15"	"49.33"
"18:25"	"179.09"	"39.00"
"18:30"	"131.26"	"31.00"
"18:35"	"98.34"	"24.67"
"18:40"	"69.47"	"19.00"
"18:45"	"49.80"	"16.33"
"18:50"	"34.80"	"12.67"
"18:55"	"22.07"	"10.33"
"19:00"	"12.62"	"7.67"
"19:05"	"6.65"	"4.67"
"19:10"	"3.52"	"3.00"
"19:15"	"2.24"	"1.67"
"19:20"	"1.79"	"1.33"
"19:25"	"1.27"	"0.67"
"19:30"	"0.59"	"0.33"
"19:35"	"0.00"	"-1.00"
"19:40"	"0.00"	"-1.00"
"19:45"	"0.00"	"-0.67"
"19:50"	"0.00"	"-1.33"
"19:55"	"0.00"	"-2.00"
"20:00"	"0.00"	"-1.67"
