"Period: 17/7/2023 0:00:00 -  6:57:01"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"1.00"
"0:05"	"0.00"	"1.67"
"0:10"	"0.00"	"2.00"
"0:15"	"0.00"	"2.33"
"0:20"	"0.00"	"2.33"
"0:25"	"0.00"	"1.33"
"0:30"	"0.00"	"1.67"
"0:35"	"0.00"	"1.33"
"0:40"	"0.00"	"1.67"
"0:45"	"0.00"	"1.67"
"0:50"	"0.00"	"2.00"
"0:55"	"0.00"	"1.33"
"1:00"	"0.00"	"1.33"
"1:05"	"0.00"	"1.33"
"1:10"	"0.00"	"1.33"
"1:15"	"0.00"	"1.33"
"1:20"	"0.00"	"1.33"
"1:25"	"0.00"	"1.67"
"1:30"	"0.00"	"1.00"
"1:35"	"0.00"	"1.00"
"1:40"	"0.00"	"1.67"
"1:45"	"0.00"	"1.33"
"1:50"	"0.00"	"1.67"
"1:55"	"0.00"	"1.33"
"2:00"	"0.00"	"1.67"
"2:05"	"0.00"	"-0.33"
"2:10"	"0.00"	"11.33"
"2:15"	"0.00"	"0.00"
"2:20"	"0.00"	"0.67"
"2:25"	"0.00"	"1.33"
"2:30"	"0.00"	"1.00"
"2:35"	"0.00"	"1.00"
"2:40"	"0.00"	"1.00"
"2:45"	"0.00"	"0.67"
"2:50"	"0.00"	"1.00"
"2:55"	"0.00"	"1.33"
"3:00"	"0.00"	"1.33"
"3:05"	"0.00"	"1.33"
"3:10"	"0.00"	"1.67"
"3:15"	"0.00"	"1.67"
"3:20"	"0.00"	"1.67"
"3:25"	"0.00"	"1.67"
"3:30"	"0.00"	"0.67"
"3:35"	"0.00"	"0.67"
"3:40"	"0.00"	"1.00"
"3:45"	"0.00"	"1.00"
"3:50"	"0.00"	"0.67"
"3:55"	"0.00"	"1.00"
"4:00"	"0.00"	"1.00"
"4:05"	"0.00"	"1.00"
"4:10"	"0.00"	"1.00"
"4:15"	"0.00"	"1.00"
"4:20"	"0.00"	"1.00"
"4:25"	"0.00"	"1.00"
"4:30"	"0.00"	"1.67"
"4:35"	"0.00"	"1.67"
"4:40"	"0.00"	"1.33"
"4:45"	"0.00"	"1.00"
"4:50"	"0.00"	"0.67"
"4:55"	"0.00"	"1.33"
"5:00"	"0.00"	"1.00"
"5:05"	"0.00"	"1.33"
"5:10"	"0.00"	"1.33"
"5:15"	"0.00"	"1.33"
"5:20"	"0.00"	"0.67"
"5:25"	"0.00"	"1.33"
"5:30"	"0.00"	"0.67"
"5:35"	"0.00"	"1.33"
"5:40"	"0.00"	"2.33"
"5:45"	"0.11"	"2.33"
"5:50"	"0.73"	"4.00"
"5:55"	"10.09"	"6.33"
"6:00"	"22.87"	"8.33"
"6:05"	"39.74"	"11.67"
"6:10"	"58.96"	"14.33"
"6:15"	"81.94"	"17.67"
"6:20"	"104.87"	"21.33"
"6:25"	"128.42"	"24.67"
"6:30"	"152.00"	"28.33"
"6:35"	"174.76"	"32.33"
"6:40"	"197.60"	"37.00"
"6:45"	"219.90"	"41.33"
"6:50"	"242.38"	"45.33"
"6:55"	"265.55"	"49.33"
"7:00"	"302.62"	"54.67"
"7:05"	"353.98"	"64.00"
"7:10"	"414.29"	"74.33"
"7:15"	"481.81"	"85.33"
"7:20"	"558.68"	"97.67"
"7:25"	"13.24"	"38.33"
"7:30"	"0.00"	"43.00"
"7:35"	"647.94"	"136.67"
"7:40"	"831.90"	"153.67"
"7:45"	"1016.18"	"168.00"
"7:50"	"1181.00"	"182.33"
"7:55"	"1315.18"	"194.67"
"8:00"	"88.46"	"76.33"
"8:05"	"0.00"	"82.33"
"8:10"	"400.12"	"242.67"
"8:15"	"1709.96"	"266.67"
"8:20"	"1897.43"	"283.67"
"8:25"	"2149.50"	"303.00"
"8:30"	"2283.05"	"319.67"
"8:35"	"2428.75"	"338.33"
"8:40"	"2582.04"	"358.33"
"8:45"	"2718.70"	"376.67"
"8:50"	"2865.43"	"397.00"
"8:55"	"3008.21"	"416.67"
"9:00"	"3139.48"	"435.67"
"9:05"	"3271.46"	"452.67"
"9:10"	"3402.85"	"470.33"
"9:15"	"3527.56"	"489.00"
"9:20"	"3637.69"	"505.33"
"9:25"	"3759.20"	"521.67"
"9:30"	"3869.60"	"539.00"
"9:35"	"4003.21"	"556.67"
"9:40"	"4125.60"	"573.67"
"9:45"	"4254.07"	"593.33"
"9:50"	"4352.54"	"609.33"
"9:55"	"4459.50"	"625.67"
"10:00"	"4573.16"	"643.67"
