"Period: 5/4/2023 0:00:00 -  6:49:44"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"0.00"
"0:05"	"0.00"	"-0.67"
"0:10"	"0.00"	"-0.67"
"0:15"	"0.00"	"-0.33"
"0:20"	"0.00"	"-0.33"
"0:25"	"0.00"	"-0.67"
"0:30"	"0.00"	"-0.33"
"0:35"	"0.00"	"-0.33"
"0:40"	"0.00"	"0.00"
"0:45"	"0.00"	"-0.67"
"0:50"	"0.00"	"-0.33"
"0:55"	"0.00"	"-0.33"
"1:00"	"0.00"	"-0.67"
"1:05"	"0.00"	"-0.67"
"1:10"	"0.00"	"-0.33"
"1:15"	"0.00"	"-0.33"
"1:20"	"0.00"	"-0.33"
"1:25"	"0.00"	"-0.67"
"1:30"	"0.00"	"-0.33"
"1:35"	"0.00"	"0.00"
"1:40"	"0.00"	"-0.67"
"1:45"	"0.00"	"-0.67"
"1:50"	"0.00"	"-0.33"
"1:55"	"0.00"	"-0.33"
"2:00"	"0.00"	"0.00"
"2:05"	"0.00"	"-3.00"
"2:10"	"0.00"	"9.67"
"2:15"	"0.00"	"-1.33"
"2:20"	"0.00"	"-0.67"
"2:25"	"0.00"	"-0.67"
"2:30"	"0.00"	"-1.00"
"2:35"	"0.00"	"-0.67"
"2:40"	"0.00"	"-1.00"
"2:45"	"0.00"	"-0.67"
"2:50"	"0.00"	"-0.67"
"2:55"	"0.00"	"0.00"
"3:00"	"0.00"	"-0.33"
"3:05"	"0.00"	"-0.33"
"3:10"	"0.00"	"-0.33"
"3:15"	"0.00"	"-0.33"
"3:20"	"0.00"	"-0.33"
"3:25"	"0.00"	"0.00"
"3:30"	"0.00"	"0.00"
"3:35"	"0.00"	"0.00"
"3:40"	"0.00"	"-0.67"
"3:45"	"0.00"	"-0.33"
"3:50"	"0.00"	"0.67"
"3:55"	"0.00"	"0.33"
"4:00"	"0.00"	"0.00"
"4:05"	"0.00"	"-0.33"
"4:10"	"0.00"	"0.33"
"4:15"	"0.00"	"-0.33"
"4:20"	"0.00"	"0.00"
"4:25"	"0.00"	"0.00"
"4:30"	"0.00"	"0.00"
"4:35"	"0.00"	"0.00"
"4:40"	"0.00"	"0.00"
"4:45"	"0.00"	"0.00"
"4:50"	"0.00"	"-0.33"
"4:55"	"0.00"	"-0.33"
"5:00"	"0.00"	"0.00"
"5:05"	"0.00"	"0.00"
"5:10"	"0.00"	"-0.33"
"5:15"	"0.00"	"0.00"
"5:20"	"0.00"	"-0.67"
"5:25"	"0.00"	"0.00"
"5:30"	"0.00"	"-0.33"
"5:35"	"0.00"	"0.00"
"5:40"	"0.00"	"0.00"
"5:45"	"0.00"	"0.33"
"5:50"	"0.00"	"-0.33"
"5:55"	"0.00"	"0.00"
"6:00"	"0.00"	"-0.33"
"6:05"	"0.00"	"0.00"
"6:10"	"0.00"	"0.00"
"6:15"	"0.00"	"-0.67"
"6:20"	"0.00"	"0.00"
"6:25"	"0.00"	"0.33"
"6:30"	"0.00"	"0.00"
"6:35"	"0.00"	"-0.67"
"6:40"	"0.00"	"0.00"
"6:45"	"0.00"	"0.00"
"6:50"	"0.00"	"-0.33"
"6:55"	"0.00"	"0.33"
"7:00"	"0.14"	"1.33"
"7:05"	"0.28"	"2.33"
"7:10"	"5.23"	"3.33"
"7:15"	"11.51"	"5.00"
"7:20"	"21.86"	"7.00"
"7:25"	"25.09"	"8.00"
"7:30"	"35.40"	"8.67"
"7:35"	"49.78"	"11.67"
"7:40"	"62.96"	"13.00"
"7:45"	"66.59"	"14.33"
"7:50"	"89.23"	"16.33"
"7:55"	"102.86"	"18.33"
"8:00"	"127.06"	"21.33"
"8:05"	"142.34"	"22.67"
"8:10"	"194.60"	"29.00"
"8:15"	"265.99"	"38.33"
"8:20"	"386.22"	"53.67"
"8:25"	"507.76"	"67.33"
"8:30"	"727.04"	"92.33"
"8:35"	"1049.54"	"130.33"
"8:40"	"1321.68"	"166.33"
"8:45"	"1413.35"	"179.33"
"8:50"	"1257.92"	"158.67"
"8:55"	"1047.84"	"132.00"
"9:00"	"1190.83"	"147.67"
"9:05"	"1498.55"	"183.33"
"9:10"	"1448.16"	"176.67"
"9:15"	"1304.50"	"159.33"
"9:20"	"1137.94"	"140.33"
"9:25"	"1274.35"	"151.00"
"9:30"	"1423.37"	"168.33"
"9:35"	"1209.47"	"145.67"
"9:40"	"929.48"	"117.67"
"9:45"	"1100.36"	"136.67"
"9:50"	"1107.59"	"141.67"
"9:55"	"1169.50"	"146.00"
"10:00"	"988.22"	"129.67"
"10:05"	"856.08"	"107.33"
"10:10"	"855.17"	"109.00"
"10:15"	"991.20"	"126.00"
"10:20"	"1078.36"	"139.33"
"10:25"	"1112.28"	"143.67"
"10:30"	"1283.40"	"161.00"
"10:35"	"1780.56"	"213.33"
"10:40"	"2118.29"	"265.00"
"10:45"	"2235.53"	"274.00"
"10:50"	"3103.86"	"360.33"
"10:55"	"3090.54"	"375.67"
"11:00"	"2955.49"	"364.00"
"11:05"	"3276.98"	"404.00"
"11:10"	"3359.75"	"422.67"
"11:15"	"5819.26"	"767.00"
"11:20"	"5951.45"	"788.33"
"11:25"	"5513.88"	"720.33"
"11:30"	"4300.10"	"643.33"
"11:35"	"4644.28"	"595.00"
"11:40"	"4889.26"	"613.33"
"11:45"	"4887.79"	"658.33"
"11:50"	"3985.82"	"509.00"
"11:55"	"3609.71"	"470.33"
"12:00"	"4588.84"	"604.33"
"12:05"	"4271.20"	"549.33"
"12:10"	"3886.60"	"509.33"
"12:15"	"3768.79"	"489.67"
"12:20"	"3350.56"	"464.67"
"12:25"	"4648.99"	"600.00"
"12:30"	"4557.96"	"578.33"
"12:35"	"4210.07"	"529.00"
"12:40"	"3345.92"	"432.33"
"12:45"	"2310.31"	"297.33"
"12:50"	"2224.61"	"283.33"
"12:55"	"2623.00"	"330.00"
"13:00"	"3351.72"	"409.00"
"13:05"	"6281.21"	"789.00"
"13:10"	"4788.28"	"627.00"
"13:15"	"3622.91"	"480.67"
"13:20"	"2994.94"	"404.33"
"13:25"	"3280.31"	"404.00"
"13:30"	"3402.19"	"429.67"
"13:35"	"3520.70"	"442.00"
"13:40"	"2941.60"	"378.67"
"13:45"	"3135.80"	"390.67"
"13:50"	"3397.13"	"412.00"
"13:55"	"4760.14"	"561.67"
"14:00"	"4507.88"	"565.33"
"14:05"	"5251.24"	"687.67"
"14:10"	"4178.64"	"607.67"
"14:15"	"2647.31"	"343.00"
"14:20"	"2398.32"	"304.67"
"14:25"	"1708.26"	"227.67"
"14:30"	"1470.82"	"189.00"
"14:35"	"1622.36"	"201.00"
"14:40"	"1591.51"	"202.00"
"14:45"	"2073.92"	"252.67"
"14:50"	"2438.90"	"307.00"
"14:55"	"3931.02"	"419.33"
"15:00"	"5741.77"	"680.33"
"15:05"	"6385.69"	"803.33"
"15:10"	"5665.06"	"710.33"
"15:15"	"5260.25"	"675.00"
"15:20"	"4853.50"	"641.00"
"15:25"	"4791.24"	"604.67"
"15:30"	"5710.16"	"709.67"
"15:35"	"2809.32"	"368.67"
"15:40"	"2227.55"	"281.00"
"15:45"	"2463.49"	"303.00"
"15:50"	"1683.38"	"214.00"
"15:55"	"1561.66"	"194.67"
"16:00"	"1569.76"	"193.00"
"16:05"	"1315.02"	"166.00"
"16:10"	"995.30"	"127.33"
"16:15"	"739.86"	"94.67"
"16:20"	"488.68"	"66.33"
"16:25"	"253.96"	"39.33"
"16:30"	"262.51"	"37.33"
"16:35"	"256.51"	"37.67"
"16:40"	"235.09"	"35.00"
"16:45"	"237.56"	"34.00"
"16:50"	"239.70"	"34.33"
"16:55"	"272.42"	"37.33"
