"Period: 21/10/2023 0:00:00 -  7:54:09"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-0.33"
"0:05"	"0.00"	"-1.00"
"0:10"	"0.00"	"-1.00"
"0:15"	"0.00"	"-1.33"
"0:20"	"0.00"	"-0.67"
"0:25"	"0.00"	"-1.00"
"0:30"	"0.00"	"-1.00"
"0:35"	"0.00"	"-0.67"
"0:40"	"0.00"	"-1.67"
"0:45"	"0.00"	"-1.67"
"0:50"	"0.00"	"-1.67"
"0:55"	"0.00"	"-1.33"
"1:00"	"0.00"	"-1.00"
"1:05"	"0.00"	"-1.00"
"1:10"	"0.00"	"-0.67"
"1:15"	"0.00"	"-1.33"
"1:20"	"0.00"	"-1.67"
"1:25"	"0.00"	"-1.00"
"1:30"	"0.00"	"-2.00"
"1:35"	"0.00"	"-1.33"
"1:40"	"0.00"	"-1.33"
"1:45"	"0.00"	"-1.33"
"1:50"	"0.00"	"-1.67"
"1:55"	"0.00"	"-1.33"
"2:00"	"0.00"	"-1.67"
"2:05"	"0.00"	"-3.67"
"2:10"	"0.00"	"-2.67"
"2:15"	"0.00"	"-3.33"
"2:20"	"0.00"	"-2.00"
"2:25"	"0.00"	"-2.00"
"2:30"	"0.00"	"-2.33"
"2:35"	"0.00"	"-2.33"
"2:40"	"0.00"	"-2.00"
"2:45"	"0.00"	"-2.00"
"2:50"	"0.00"	"-2.00"
"2:55"	"0.00"	"-1.33"
"3:00"	"0.00"	"-0.67"
"3:05"	"0.00"	"-1.00"
"3:10"	"0.00"	"-0.67"
"3:15"	"0.00"	"-0.67"
"3:20"	"0.00"	"-1.33"
"3:25"	"0.00"	"-1.33"
"3:30"	"0.00"	"-1.33"
"3:35"	"0.00"	"-1.67"
"3:40"	"0.00"	"-1.67"
"3:45"	"0.00"	"-1.00"
"3:50"	"0.00"	"-1.33"
"3:55"	"0.00"	"-1.67"
"4:00"	"0.00"	"-1.00"
"4:05"	"0.00"	"-1.00"
"4:10"	"0.00"	"-1.33"
"4:15"	"0.00"	"-0.67"
"4:20"	"0.00"	"-1.67"
"4:25"	"0.00"	"-1.33"
"4:30"	"0.00"	"-1.00"
"4:35"	"0.00"	"-1.67"
"4:40"	"0.00"	"-2.00"
"4:45"	"0.00"	"-1.67"
"4:50"	"0.00"	"-1.67"
"4:55"	"0.00"	"-2.00"
"5:00"	"0.00"	"-1.67"
"5:05"	"0.00"	"-2.00"
"5:10"	"0.00"	"-1.33"
"5:15"	"0.00"	"-1.67"
"5:20"	"0.00"	"-1.33"
"5:25"	"0.00"	"-2.00"
"5:30"	"0.00"	"-1.67"
"5:35"	"0.00"	"-1.33"
"5:40"	"0.00"	"-1.67"
"5:45"	"0.00"	"-1.67"
"5:50"	"0.00"	"-1.67"
"5:55"	"0.00"	"-2.33"
"6:00"	"0.00"	"-1.33"
"6:05"	"0.00"	"-2.00"
"6:10"	"0.00"	"-1.67"
"6:15"	"0.00"	"-2.00"
"6:20"	"0.00"	"-1.67"
"6:25"	"0.00"	"-1.67"
"6:30"	"0.00"	"-1.67"
"6:35"	"0.00"	"-1.67"
"6:40"	"0.00"	"-1.67"
"6:45"	"0.00"	"-1.33"
"6:50"	"0.00"	"-1.67"
"6:55"	"0.00"	"-2.00"
"7:00"	"0.00"	"-1.33"
"7:05"	"0.00"	"-1.00"
"7:10"	"0.00"	"-1.33"
"7:15"	"0.00"	"-1.67"
"7:20"	"0.00"	"-1.67"
"7:25"	"0.00"	"-1.00"
"7:30"	"0.00"	"-1.00"
"7:35"	"0.00"	"-0.33"
"7:40"	"0.16"	"0.67"
"7:45"	"4.48"	"3.00"
"7:50"	"19.03"	"5.33"
"7:55"	"62.98"	"12.33"
"8:00"	"129.68"	"24.00"
"8:05"	"197.89"	"36.00"
"8:10"	"281.52"	"48.67"
"8:15"	"374.28"	"62.00"
"8:20"	"475.93"	"76.67"
"8:25"	"598.42"	"93.67"
"8:30"	"758.76"	"112.33"
"8:35"	"934.14"	"133.33"
"8:40"	"1102.57"	"155.33"
"8:45"	"1270.09"	"177.33"
"8:50"	"1424.30"	"197.00"
"8:55"	"1586.47"	"217.67"
"9:00"	"1746.88"	"237.67"
"9:05"	"1889.42"	"254.67"
"9:10"	"2043.44"	"273.33"
"9:15"	"2213.76"	"293.67"
"9:20"	"2388.06"	"313.67"
"9:25"	"2543.93"	"332.33"
"9:30"	"2713.78"	"352.67"
"9:35"	"2855.39"	"372.67"
"9:40"	"2985.25"	"391.67"
"9:45"	"3118.52"	"411.67"
"9:50"	"3258.78"	"432.33"
"9:55"	"3399.24"	"451.67"
"10:00"	"3520.60"	"469.67"
"10:05"	"3648.35"	"487.00"
"10:10"	"3771.67"	"504.00"
"10:15"	"3877.06"	"518.00"
"10:20"	"3982.08"	"532.00"
"10:25"	"4086.96"	"546.00"
"10:30"	"4195.88"	"561.67"
"10:35"	"4310.62"	"578.67"
"10:40"	"4424.83"	"594.67"
"10:45"	"4519.72"	"610.00"
"10:50"	"4595.45"	"624.00"
"10:55"	"4660.91"	"636.67"
"11:00"	"4734.02"	"649.33"
"11:05"	"4817.76"	"664.33"
"11:10"	"4908.83"	"680.00"
"11:15"	"4979.34"	"692.33"
"11:20"	"5055.70"	"705.67"
"11:25"	"5106.01"	"715.67"
"11:30"	"5172.92"	"727.33"
"11:35"	"5225.04"	"739.00"
"11:40"	"5283.60"	"750.00"
"11:45"	"5330.28"	"759.33"
"11:50"	"5377.25"	"767.67"
"11:55"	"5421.59"	"777.00"
"12:00"	"5469.12"	"785.00"
"12:05"	"5507.92"	"792.67"
