"Period: 9/10/2023 0:00:00 -  7:53:36"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-3.00"
"0:05"	"0.00"	"-2.33"
"0:10"	"0.00"	"-2.67"
"0:15"	"0.00"	"-2.67"
"0:20"	"0.00"	"-3.00"
"0:25"	"0.00"	"-3.00"
"0:30"	"0.00"	"-3.33"
"0:35"	"0.00"	"-3.00"
"0:40"	"0.00"	"-3.00"
"0:45"	"0.00"	"-3.33"
"0:50"	"0.00"	"-2.67"
"0:55"	"0.00"	"-2.00"
"1:00"	"0.00"	"-2.00"
"1:05"	"0.00"	"-2.33"
"1:10"	"0.00"	"-2.33"
"1:15"	"0.00"	"-2.33"
"1:20"	"0.00"	"-2.33"
"1:25"	"0.00"	"-2.67"
"1:30"	"0.00"	"-2.67"
"1:35"	"0.00"	"-2.33"
"1:40"	"0.00"	"-2.67"
"1:45"	"0.00"	"-2.67"
"1:50"	"0.00"	"-2.67"
"1:55"	"0.00"	"-2.33"
"2:00"	"0.00"	"-2.67"
"2:05"	"0.00"	"-4.00"
"2:10"	"0.00"	"-3.33"
"2:15"	"x"	"-4.33"
"2:20"	"0.00"	"-3.33"
"2:25"	"0.00"	"-2.67"
"2:30"	"0.00"	"-3.00"
"2:35"	"0.00"	"-3.00"
"2:40"	"0.00"	"-3.67"
"2:45"	"0.00"	"-3.33"
"2:50"	"0.00"	"-2.67"
"2:55"	"0.00"	"-2.67"
"3:00"	"0.00"	"-2.67"
"3:05"	"0.00"	"-3.00"
"3:10"	"0.00"	"-2.67"
"3:15"	"0.00"	"-3.00"
"3:20"	"0.00"	"-2.67"
"3:25"	"0.00"	"-2.67"
"3:30"	"0.00"	"-2.67"
"3:35"	"0.00"	"-2.67"
"3:40"	"0.00"	"-2.67"
"3:45"	"0.00"	"-3.00"
"3:50"	"0.00"	"-2.33"
"3:55"	"0.00"	"-2.33"
"4:00"	"0.00"	"-2.67"
"4:05"	"0.00"	"-2.67"
"4:10"	"0.00"	"-3.33"
"4:15"	"0.00"	"-3.00"
"4:20"	"0.00"	"-2.00"
