"Period: 5/10/2023 0:00:00 -  7:53:25"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-1.00"
"0:05"	"0.00"	"-0.33"
"0:10"	"0.00"	"-1.00"
"0:15"	"0.00"	"-1.00"
"0:20"	"0.00"	"-1.67"
"0:25"	"0.00"	"-1.00"
"0:30"	"0.00"	"-1.00"
"0:35"	"0.00"	"-1.00"
"0:40"	"0.00"	"-0.67"
"0:45"	"0.00"	"-0.67"
"0:50"	"0.00"	"-0.67"
"0:55"	"0.00"	"-0.67"
"1:00"	"0.00"	"-1.00"
"1:05"	"0.00"	"-0.67"
"1:10"	"0.00"	"-1.00"
"1:15"	"0.00"	"-1.00"
"1:20"	"0.00"	"-0.67"
"1:25"	"0.00"	"-1.00"
"1:30"	"0.00"	"-0.33"
"1:35"	"0.00"	"0.00"
"1:40"	"0.00"	"-0.67"
"1:45"	"0.00"	"-1.00"
"1:50"	"0.00"	"-1.00"
"1:55"	"0.00"	"-1.00"
"2:00"	"0.00"	"-1.67"
"2:05"	"0.00"	"-3.00"
"2:10"	"0.00"	"-2.00"
"2:15"	"0.00"	"-2.00"
"2:20"	"0.00"	"-1.33"
"2:25"	"0.00"	"-1.33"
"2:30"	"0.00"	"-0.67"
"2:35"	"0.00"	"-1.00"
"2:40"	"0.00"	"-0.33"
"2:45"	"0.00"	"-0.33"
"2:50"	"0.00"	"-0.33"
"2:55"	"0.00"	"-0.33"
"3:00"	"0.00"	"-1.00"
"3:05"	"0.00"	"-0.67"
"3:10"	"0.00"	"-1.00"
"3:15"	"0.00"	"-0.67"
"3:20"	"0.00"	"-1.00"
"3:25"	"0.00"	"-1.00"
"3:30"	"0.00"	"-1.00"
"3:35"	"0.00"	"-1.33"
"3:40"	"0.00"	"-1.00"
"3:45"	"0.00"	"-1.00"
"3:50"	"0.00"	"-1.00"
"3:55"	"0.00"	"-1.00"
"4:00"	"0.00"	"-1.00"
"4:05"	"0.00"	"-1.33"
"4:10"	"0.00"	"-0.67"
"4:15"	"0.00"	"-1.33"
"4:20"	"0.00"	"-0.67"
"4:25"	"0.00"	"-0.33"
"4:30"	"0.00"	"-0.67"
"4:35"	"0.00"	"0.00"
"4:40"	"0.00"	"-0.33"
"4:45"	"0.00"	"-1.00"
"4:50"	"0.00"	"-1.00"
"4:55"	"0.00"	"-1.00"
"5:00"	"0.00"	"-1.00"
"5:05"	"0.00"	"-1.00"
"5:10"	"0.00"	"-0.67"
"5:15"	"0.00"	"-1.67"
"5:20"	"0.00"	"-1.00"
"5:25"	"0.00"	"-1.33"
"5:30"	"0.00"	"-1.00"
"5:35"	"0.00"	"-1.33"
"5:40"	"0.00"	"-1.33"
"5:45"	"0.00"	"-1.00"
"5:50"	"0.00"	"-1.00"
"5:55"	"0.00"	"-1.33"
"6:00"	"0.00"	"-1.00"
"6:05"	"0.00"	"-1.33"
"6:10"	"0.00"	"-1.33"
"6:15"	"0.00"	"-1.33"
"6:20"	"0.00"	"-1.33"
"6:25"	"0.00"	"-1.00"
"6:30"	"0.00"	"-1.00"
"6:35"	"0.00"	"-1.00"
"6:40"	"0.00"	"-1.33"
"6:45"	"0.00"	"-1.67"
"6:50"	"0.00"	"-1.33"
"6:55"	"0.00"	"-1.33"
"7:00"	"0.00"	"-1.00"
"7:05"	"0.00"	"-0.67"
"7:10"	"0.00"	"-0.67"
"7:15"	"0.00"	"0.00"
"7:20"	"0.26"	"0.33"
"7:25"	"0.12"	"2.00"
"7:30"	"6.26"	"3.67"
"7:35"	"19.44"	"6.00"
"7:40"	"39.08"	"9.00"
"7:45"	"76.78"	"14.67"
"7:50"	"127.39"	"21.00"
"7:55"	"233.26"	"37.67"
"8:00"	"335.83"	"54.67"
"8:05"	"431.12"	"66.00"
"8:10"	"575.94"	"89.33"
"8:15"	"443.74"	"70.67"
"8:20"	"577.66"	"85.00"
"8:25"	"1077.12"	"157.67"
"8:30"	"1216.33"	"176.33"
"8:35"	"1341.61"	"192.33"
"8:40"	"1193.59"	"171.67"
"8:45"	"1653.26"	"233.67"
"8:50"	"1817.59"	"254.00"
"8:55"	"1945.19"	"268.00"
"9:00"	"2088.26"	"284.33"
"9:05"	"2209.24"	"299.00"
"9:10"	"2407.88"	"321.33"
"9:15"	"2573.86"	"343.33"
"9:20"	"2715.25"	"362.00"
"9:25"	"2865.29"	"383.33"
"9:30"	"3024.07"	"406.00"
"9:35"	"3181.74"	"429.00"
"9:40"	"3303.89"	"447.67"
"9:45"	"3419.08"	"464.67"
"9:50"	"3572.95"	"487.33"
"9:55"	"3710.86"	"506.33"
"10:00"	"3847.44"	"525.33"
"10:05"	"3981.55"	"544.00"
"10:10"	"4106.69"	"560.00"
"10:15"	"4250.77"	"578.33"
"10:20"	"4334.87"	"591.67"
