"Period: 19/10/2023 0:00:00 -  7:54:03"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-2.33"
"0:05"	"0.00"	"-2.67"
"0:10"	"0.00"	"-2.67"
"0:15"	"0.00"	"-2.67"
"0:20"	"0.00"	"-2.67"
"0:25"	"0.00"	"-3.33"
"0:30"	"0.00"	"-3.00"
"0:35"	"0.00"	"-4.00"
"0:40"	"0.00"	"-3.67"
"0:45"	"0.00"	"-2.67"
"0:50"	"0.00"	"-2.67"
"0:55"	"0.00"	"-3.00"
"1:00"	"0.00"	"-3.00"
"1:05"	"0.00"	"-2.67"
"1:10"	"0.00"	"-2.67"
"1:15"	"0.00"	"-2.67"
"1:20"	"0.00"	"-2.33"
"1:25"	"0.00"	"-3.00"
"1:30"	"0.00"	"-3.33"
"1:35"	"0.00"	"-3.00"
"1:40"	"0.00"	"-3.00"
"1:45"	"0.00"	"-2.33"
"1:50"	"0.00"	"-3.00"
"1:55"	"0.00"	"-3.00"
"2:00"	"0.00"	"-3.00"
"2:05"	"0.00"	"-5.67"
"2:10"	"0.00"	"-4.00"
"2:15"	"0.00"	"-4.00"
"2:20"	"0.00"	"-2.67"
"2:25"	"0.00"	"-3.00"
"2:30"	"0.00"	"-2.67"
"2:35"	"0.00"	"-2.67"
"2:40"	"0.00"	"-3.00"
"2:45"	"0.00"	"-3.00"
"2:50"	"0.00"	"-3.67"
"2:55"	"0.00"	"-3.33"
"3:00"	"0.00"	"-3.33"
"3:05"	"0.00"	"-3.67"
"3:10"	"0.00"	"-3.00"
"3:15"	"0.00"	"-3.67"
"3:20"	"0.00"	"-3.67"
"3:25"	"0.00"	"-3.00"
"3:30"	"0.00"	"-3.00"
"3:35"	"0.00"	"-2.67"
"3:40"	"0.00"	"-2.33"
"3:45"	"0.00"	"-3.00"
"3:50"	"0.00"	"-2.67"
"3:55"	"0.00"	"-3.00"
"4:00"	"0.00"	"-2.67"
"4:05"	"0.00"	"-2.33"
"4:10"	"0.00"	"-3.00"
"4:15"	"0.00"	"-2.67"
"4:20"	"0.00"	"-2.33"
"4:25"	"0.00"	"-2.33"
"4:30"	"0.00"	"-2.67"
"4:35"	"0.00"	"-2.00"
"4:40"	"0.00"	"-2.33"
"4:45"	"0.00"	"-2.33"
"4:50"	"0.00"	"-2.33"
"4:55"	"0.00"	"-2.67"
"5:00"	"0.00"	"-2.00"
"5:05"	"0.00"	"-2.33"
"5:10"	"0.00"	"-2.67"
"5:15"	"0.00"	"-2.67"
"5:20"	"0.00"	"-2.67"
"5:25"	"0.00"	"-3.00"
"5:30"	"0.00"	"-2.33"
"5:35"	"0.00"	"-2.33"
"5:40"	"0.00"	"-3.00"
"5:45"	"0.00"	"-2.67"
"5:50"	"0.00"	"-2.67"
"5:55"	"0.00"	"-2.67"
"6:00"	"0.00"	"-2.67"
"6:05"	"0.00"	"-2.67"
"6:10"	"0.00"	"-3.00"
"6:15"	"0.00"	"-3.00"
"6:20"	"0.00"	"-2.00"
"6:25"	"0.00"	"-2.33"
"6:30"	"0.00"	"-2.00"
"6:35"	"0.00"	"-2.33"
"6:40"	"0.00"	"-1.67"
"6:45"	"0.00"	"-2.33"
"6:50"	"0.00"	"-2.00"
"6:55"	"0.00"	"-2.33"
"7:00"	"0.00"	"-2.67"
"7:05"	"0.00"	"-3.00"
"7:10"	"0.00"	"-3.00"
"7:15"	"0.00"	"-3.33"
"7:20"	"0.00"	"-2.67"
"7:25"	"0.00"	"-2.33"
"7:30"	"0.10"	"0.00"
"7:35"	"0.50"	"1.33"
"7:40"	"4.93"	"2.33"
"7:45"	"14.47"	"4.00"
"7:50"	"31.91"	"8.33"
"7:55"	"61.58"	"10.67"
"8:00"	"102.94"	"16.00"
"8:05"	"143.22"	"21.33"
"8:10"	"178.03"	"26.33"
"8:15"	"210.71"	"30.33"
"8:20"	"279.12"	"40.00"
"8:25"	"398.27"	"55.00"
"8:30"	"495.67"	"67.67"
"8:35"	"749.03"	"99.67"
"8:40"	"1098.02"	"148.00"
"8:45"	"1394.92"	"188.67"
"8:50"	"1585.84"	"212.33"
"8:55"	"1756.46"	"233.67"
"9:00"	"1801.42"	"241.00"
"9:05"	"1677.62"	"221.67"
"9:10"	"1434.50"	"183.33"
"9:15"	"2074.79"	"256.67"
"9:20"	"2617.12"	"322.67"
"9:25"	"3013.67"	"371.67"
"9:30"	"3282.89"	"408.00"
"9:35"	"3434.34"	"428.67"
"9:40"	"3660.08"	"457.33"
"9:45"	"3797.76"	"482.33"
"9:50"	"4217.60"	"534.67"
"9:55"	"3997.27"	"512.67"
"10:00"	"3054.85"	"403.00"
"10:05"	"1814.36"	"240.00"
"10:10"	"3050.03"	"367.00"
"10:15"	"4371.94"	"543.67"
"10:20"	"4807.33"	"605.00"
"10:25"	"4656.38"	"597.33"
"10:30"	"4632.67"	"594.00"
"10:35"	"4922.90"	"635.67"
"10:40"	"5102.63"	"659.33"
"10:45"	"5117.18"	"665.67"
"10:50"	"5179.06"	"678.00"
"10:55"	"5271.20"	"693.00"
"11:00"	"5299.67"	"702.00"
"11:05"	"5162.52"	"690.67"
"11:10"	"5486.36"	"729.33"
"11:15"	"5573.16"	"746.33"
"11:20"	"5604.26"	"755.67"
"11:25"	"5629.87"	"764.33"
"11:30"	"5714.22"	"776.33"
"11:35"	"5775.72"	"788.67"
"11:40"	"5850.50"	"799.33"
"11:45"	"5911.58"	"811.00"
"11:50"	"5943.38"	"819.00"
"11:55"	"5994.10"	"826.67"
"12:00"	"6032.34"	"834.00"
"12:05"	"6050.95"	"838.67"
"12:10"	"6095.86"	"845.00"
"12:15"	"6144.60"	"852.33"
"12:20"	"6175.30"	"858.00"
"12:25"	"6204.67"	"864.00"
"12:30"	"6247.46"	"873.00"
"12:35"	"6365.92"	"891.00"
"12:40"	"5340.54"	"768.00"
"12:45"	"5290.08"	"968.67"
"12:50"	"3584.03"	"650.33"
"12:55"	"4766.06"	"732.67"
"13:00"	"6755.53"	"1012.33"
"13:05"	"4493.96"	"639.67"
"13:10"	"3847.08"	"525.67"
"13:15"	"3609.17"	"484.33"
"13:20"	"3869.48"	"523.33"
"13:25"	"4833.34"	"643.67"
"13:30"	"6336.17"	"888.33"
"13:35"	"5616.23"	"791.67"
"13:40"	"6214.90"	"877.33"
"13:45"	"6509.53"	"921.67"
"13:50"	"6407.22"	"915.33"
"13:55"	"5818.49"	"839.00"
"14:00"	"2464.60"	"383.67"
"14:05"	"2894.63"	"392.33"
"14:10"	"5656.96"	"744.67"
"14:15"	"5481.10"	"764.33"
"14:20"	"7094.28"	"1030.67"
"14:25"	"5888.62"	"847.67"
"14:30"	"2918.92"	"453.67"
"14:35"	"5481.14"	"738.33"
"14:40"	"3951.47"	"564.33"
"14:45"	"3154.31"	"430.67"
"14:50"	"5587.75"	"723.00"
"14:55"	"3419.05"	"492.00"
"15:00"	"2390.46"	"323.33"
"15:05"	"2428.32"	"330.00"
"15:10"	"2427.19"	"325.00"
"15:15"	"3090.28"	"396.33"
"15:20"	"3557.21"	"485.33"
"15:25"	"2054.47"	"282.00"
"15:30"	"1713.22"	"232.33"
"15:35"	"2271.29"	"297.00"
"15:40"	"1871.92"	"253.33"
"15:45"	"1465.49"	"200.33"
"15:50"	"1922.22"	"244.00"
"15:55"	"2170.06"	"296.33"
"16:00"	"1358.08"	"188.33"
"16:05"	"1475.53"	"199.00"
"16:10"	"2141.38"	"287.33"
"16:15"	"2732.69"	"358.67"
"16:20"	"1599.48"	"228.00"
"16:25"	"1421.66"	"192.67"
"16:30"	"1770.62"	"233.00"
"16:35"	"1400.63"	"191.67"
"16:40"	"1571.30"	"213.00"
