"Period: 17/10/2023 0:00:00 -  7:53:57"

"Date"	"Power [kW]"	"Irradiance [W/m²]"
"0:00"	"0.00"	"-2.67"
"0:05"	"0.00"	"-3.00"
"0:10"	"0.00"	"-2.67"
"0:15"	"0.00"	"-3.00"
"0:20"	"0.00"	"-3.00"
"0:25"	"0.00"	"-3.33"
"0:30"	"0.00"	"-3.00"
"0:35"	"0.00"	"-3.00"
"0:40"	"0.00"	"-2.67"
"0:45"	"0.00"	"-2.67"
"0:50"	"0.00"	"-3.00"
"0:55"	"0.00"	"-3.33"
"1:00"	"0.00"	"-2.67"
"1:05"	"0.00"	"-2.67"
"1:10"	"0.00"	"-3.33"
"1:15"	"0.00"	"-3.33"
"1:20"	"0.00"	"-3.33"
"1:25"	"0.00"	"-3.33"
"1:30"	"0.00"	"-3.67"
"1:35"	"0.00"	"-3.00"
"1:40"	"0.00"	"-3.33"
"1:45"	"0.00"	"-3.67"
"1:50"	"0.00"	"-3.33"
"1:55"	"0.00"	"-3.67"
"2:00"	"0.00"	"-3.33"
"2:05"	"0.00"	"-5.67"
"2:10"	"0.00"	"-4.33"
"2:15"	"0.00"	"-5.00"
"2:20"	"0.00"	"-3.67"
"2:25"	"0.00"	"-3.00"
"2:30"	"0.00"	"-3.33"
"2:35"	"0.00"	"-3.67"
"2:40"	"0.00"	"-4.00"
"2:45"	"0.00"	"-2.67"
"2:50"	"0.00"	"-3.33"
"2:55"	"0.00"	"-3.67"
"3:00"	"0.00"	"-3.33"
"3:05"	"0.00"	"-3.33"
"3:10"	"0.00"	"-3.33"
"3:15"	"0.00"	"-3.67"
"3:20"	"0.00"	"-4.00"
"3:25"	"0.00"	"-3.67"
"3:30"	"0.00"	"-3.33"
"3:35"	"0.00"	"-4.00"
"3:40"	"0.00"	"-3.33"
"3:45"	"0.00"	"-3.33"
"3:50"	"0.00"	"-3.67"
"3:55"	"0.00"	"-3.00"
"4:00"	"0.00"	"-2.67"
"4:05"	"0.00"	"-3.33"
"4:10"	"0.00"	"-3.33"
"4:15"	"0.00"	"-3.33"
"4:20"	"0.00"	"-3.33"
"4:25"	"0.00"	"-3.00"
"4:30"	"0.00"	"-3.00"
"4:35"	"0.00"	"-3.00"
"4:40"	"0.00"	"-3.33"
"4:45"	"0.00"	"-3.67"
"4:50"	"0.00"	"-3.00"
"4:55"	"0.00"	"-3.33"
"5:00"	"0.00"	"-2.67"
"5:05"	"0.00"	"-3.33"
"5:10"	"0.00"	"-3.00"
"5:15"	"0.00"	"-3.00"
"5:20"	"0.00"	"-3.00"
"5:25"	"0.00"	"-3.33"
"5:30"	"0.00"	"-3.33"
"5:35"	"0.00"	"-3.33"
"5:40"	"0.00"	"-3.67"
"5:45"	"0.00"	"-3.00"
"5:50"	"0.00"	"-3.33"
"5:55"	"0.00"	"-4.00"
"6:00"	"0.00"	"-3.33"
"6:05"	"0.00"	"-4.00"
"6:10"	"0.00"	"-3.33"
"6:15"	"0.00"	"-3.00"
"6:20"	"0.00"	"-3.33"
"6:25"	"0.00"	"-3.33"
"6:30"	"0.00"	"-3.00"
"6:35"	"0.00"	"-3.00"
"6:40"	"0.00"	"-3.00"
"6:45"	"0.00"	"-3.33"
"6:50"	"0.00"	"-3.00"
"6:55"	"0.00"	"-3.00"
"7:00"	"0.00"	"-3.33"
"7:05"	"0.00"	"-3.33"
"7:10"	"0.00"	"-3.33"
"7:15"	"0.00"	"-3.33"
"7:20"	"0.00"	"-3.00"
"7:25"	"0.13"	"0.00"
"7:30"	"1.32"	"2.00"
"7:35"	"6.65"	"2.33"
"7:40"	"25.02"	"5.00"
"7:45"	"87.72"	"18.00"
"7:50"	"202.25"	"38.33"
"7:55"	"70.80"	"37.67"
"8:00"	"0.00"	"32.00"
"8:05"	"0.00"	"28.67"
"8:10"	"86.17"	"60.33"
"8:15"	"323.86"	"56.33"
"8:20"	"354.38"	"54.00"
"8:25"	"655.16"	"85.00"
"8:30"	"835.44"	"112.33"
"8:35"	"892.28"	"117.00"
"8:40"	"751.26"	"102.67"
"8:45"	"699.16"	"91.33"
"8:50"	"820.62"	"106.00"
"8:55"	"965.05"	"124.67"
"9:00"	"987.42"	"127.00"
"9:05"	"1133.65"	"143.33"
"9:10"	"1400.93"	"172.67"
"9:15"	"1533.41"	"190.33"
"9:20"	"1686.49"	"208.00"
"9:25"	"1386.30"	"177.00"
"9:30"	"1460.46"	"184.33"
"9:35"	"1826.14"	"224.33"
"9:40"	"1935.70"	"243.00"
"9:45"	"2302.24"	"282.00"
"9:50"	"3600.29"	"440.33"
"9:55"	"2927.59"	"368.33"
"10:00"	"2924.76"	"368.33"
"10:05"	"3306.64"	"408.00"
